Observer,Sample_spp,SiteLong,SiteShort,Sample_ID,Sampling_date,day,mo,yr,DOY,season,Species,SppCode,Body_Length,Head_Width,density_per_m2
Laura,O3_10_3_2014_ED,KiO3/O3/Rodenbauch,O3,Einzelexemplare,41915,10,3,2014,69,early,Ephemera danica,ED,19.25,1.38,3.047619
Laura,O3_10_3_2014_ED,KiO3/O3/Rodenbauch,O3,Einzelexemplare,41915,10,3,2014,69,early,Ephemera danica,ED,16.73,1.5,3.047619
Laura,O3_10_3_2014_ED,KiO3/O3/Rodenbauch,O3,Einzelexemplare,41915,10,3,2014,69,early,Ephemera danica,ED,24.52,2.09,3.047619
Laura,O3_17_3_2015_ED,KiO3/O3/Rodenbauch,O3,Einzelexemplare,17/03/2015,17,3,2015,76,early,Ephemera danica,ED,24.76,1.91,4.423529
Laura,O3_17_3_2015_ED,KiO3/O3/Rodenbauch,O3,Einzelexemplare,17/03/2015,17,3,2015,76,early,Ephemera danica,ED,21.06,1.71,4.423529
Laura,O3_17_3_2015_ED,KiO3/O3/Rodenbauch,O3,Grob,17/03/2015,17,3,2015,76,early,Ephemera danica,ED,16.65,1.51,4.423529
Laura,O3_17_3_2015_ED,KiO3/O3/Rodenbauch,O3,Grob,17/03/2015,17,3,2015,76,early,Ephemera danica,ED,11.14,0.91,4.423529
Laura,O3_25_4_2016_ED,KiO3/O3/Rodenbauch,O3,Grob,25/04/2016,25,4,2016,116,early,Ephemera danica,ED,12.99,1.19,3.428571
Laura,O3_25_4_2016_ED,KiO3/O3/Rodenbauch,O3,Grob,25/04/2016,25,4,2016,116,early,Ephemera danica,ED,6.45,0.59,3.428571
Laura,O3_28_3_2017_ED,KiO3/O3/Rodenbauch,O3,Einzelexemplare,28/03/2017,28,3,2017,87,early,Ephemera danica,ED,17.76,1.49,9.942857
Laura,O3_28_3_2017_ED,KiO3/O3/Rodenbauch,O3,Grob,28/03/2017,28,3,2017,87,early,Ephemera danica,ED,14.85,1.21,9.942857
Laura,O3_28_3_2017_ED,KiO3/O3/Rodenbauch,O3,Grob,28/03/2017,28,3,2017,87,early,Ephemera danica,ED,15.36,1.36,9.942857
Laura,O3_28_3_2017_ED,KiO3/O3/Rodenbauch,O3,Grob,28/03/2017,28,3,2017,87,early,Ephemera danica,ED,10.41,1.11,9.942857
Laura,O3_28_3_2017_ED,KiO3/O3/Rodenbauch,O3,Grob,28/03/2017,28,3,2017,87,early,Ephemera danica,ED,7.24,0.84,9.942857
Laura,O3_28_3_2017_ED,KiO3/O3/Rodenbauch,O3,Grob,28/03/2017,28,3,2017,87,early,Ephemera danica,ED,6.11,0.64,9.942857
Laura,O3_28_3_2017_ED,KiO3/O3/Rodenbauch,O3,Grob,28/03/2017,28,3,2017,87,early,Ephemera danica,ED,24.56,1.9,9.942857
Laura,O3_2_6_2017_ED,KiO3/O3/Rodenbauch,O3,Einzelexemplare,42772,2,6,2017,153,late,Ephemera danica,ED,11.8,1.04,15.2381
Laura,O3_2_6_2017_ED,KiO3/O3/Rodenbauch,O3,Einzelexemplare,42772,2,6,2017,153,late,Ephemera danica,ED,18.89,1.77,15.2381
Laura,O3_2_6_2017_ED,KiO3/O3/Rodenbauch,O3,Grob,42772,2,6,2017,153,late,Ephemera danica,ED,16.96,1.4,15.2381
Laura,O3_2_6_2017_ED,KiO3/O3/Rodenbauch,O3,Grob,42772,2,6,2017,153,late,Ephemera danica,ED,7.92,0.75,15.2381
Ellen,O3_1_4_2019_ED,KiO3/O3/Rodenbauch,O3,Einzelexemplare,43469,1,4,2019,91,early,Ephemera danica,ED,20.79,1.94,26.64615
Ellen,O3_1_4_2019_ED,KiO3/O3/Rodenbauch,O3,Grob,43469,1,4,2019,91,early,Ephemera danica,ED,14.79,1.36,26.64615
Ellen,O3_1_4_2019_ED,KiO3/O3/Rodenbauch,O3,Grob,43469,1,4,2019,91,early,Ephemera danica,ED,17.48,1.45,26.64615
Ellen,O3_1_4_2019_ED,KiO3/O3/Rodenbauch,O3,Grob,43469,1,4,2019,91,early,Ephemera danica,ED,8.93,0.82,26.64615
Ellen,O3_1_4_2019_ED,KiO3/O3/Rodenbauch,O3,Grob,43469,1,4,2019,91,early,Ephemera danica,ED,21.48,1.74,26.64615
Ellen,O3_1_4_2019_ED,KiO3/O3/Rodenbauch,O3,Grob,43469,1,4,2019,91,early,Ephemera danica,ED,22.84,1.79,26.64615
Ellen,O3_1_4_2019_ED,KiO3/O3/Rodenbauch,O3,Grob,43469,1,4,2019,91,early,Ephemera danica,ED,20.91,1.99,26.64615
Ellen,O3_1_4_2019_ED,KiO3/O3/Rodenbauch,O3,Grob,43469,1,4,2019,91,early,Ephemera danica,ED,18.84,1.94,26.64615
Ellen,O3_1_4_2019_ED,KiO3/O3/Rodenbauch,O3,Grob,43469,1,4,2019,91,early,Ephemera danica,ED,11.38,1.11,26.64615
Ellen,O3_1_4_2019_ED,KiO3/O3/Rodenbauch,O3,Grob,43469,1,4,2019,91,early,Ephemera danica,ED,14.8,1.66,26.64615
Ellen,O3_18_6_2019_ED,KiO3/O3/Rodenbauch,O3,Einzelexemplare,18/06/2019,18,6,2019,169,late,Ephemera danica,ED,16.21,1.82,24.8
Ellen,O3_18_6_2019_ED,KiO3/O3/Rodenbauch,O3,Grob,18/06/2019,18,6,2019,169,late,Ephemera danica,ED,15.82,1.75,24.8
Ellen,O3_18_6_2019_ED,KiO3/O3/Rodenbauch,O3,Grob,18/06/2019,18,6,2019,169,late,Ephemera danica,ED,12.53,1.19,24.8
Laura,W1_22_3_2005_ED,KiW1/W1/Bulau,W1,Einzelexemplare,22/03/2005,22,3,2005,81,early,Ephemera danica,ED,9.42,0.95,9.6
Laura,W1_22_3_2005_ED,KiW1/W1/Bulau,W1,Einzelexemplare,22/03/2005,22,3,2005,81,early,Ephemera danica,ED,10.42,1.06,9.6
Laura,W1_22_3_2005_ED,KiW1/W1/Bulau,W1,Einzelexemplare,22/03/2005,22,3,2005,81,early,Ephemera danica,ED,19.38,1.94,9.6
Laura,W1_22_3_2005_ED,KiW1/W1/Bulau,W1,Grob,22/03/2005,22,3,2005,81,early,Ephemera danica,ED,9.61,0.94,9.6
Laura,W1_22_3_2005_ED,KiW1/W1/Bulau,W1,Grob,22/03/2005,22,3,2005,81,early,Ephemera danica,ED,17.25,1.34,9.6
Laura,W1_22_3_2005_ED,KiW1/W1/Bulau,W1,Grob,22/03/2005,22,3,2005,81,early,Ephemera danica,ED,20.06,1.91,9.6
Laura,W1_22_3_2005_ED,KiW1/W1/Bulau,W1,Grob,22/03/2005,22,3,2005,81,early,Ephemera danica,ED,19.1,1.75,9.6
Laura,W1_22_3_2005_ED,KiW1/W1/Bulau,W1,Grob,22/03/2005,22,3,2005,81,early,Ephemera danica,ED,6.63,0.68,9.6
Laura,W1_22_3_2005_ED,KiW1/W1/Bulau,W1,Grob,22/03/2005,22,3,2005,81,early,Ephemera danica,ED,7,0.73,9.6
Laura,W1_22_3_2005_ED,KiW1/W1/Bulau,W1,Grob,22/03/2005,22,3,2005,81,early,Ephemera danica,ED,11.06,1.1,9.6
Laura,W1_22_3_2005_ED,KiW1/W1/Bulau,W1,Grob,22/03/2005,22,3,2005,81,early,Ephemera danica,ED,7.93,0.92,9.6
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Einzelexemplare,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,17.07,1.52,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,10.93,1.04,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,12.34,1.11,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,17.23,1.62,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,10.95,1.06,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,12.15,1.34,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,13.1,1.16,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,23.36,1.79,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,8.13,0.84,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,10.95,1.05,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,13.44,1.53,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,16.45,1.55,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,8.81,0.74,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,13.18,1.22,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,6.84,0.81,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,12.28,0.88,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,14.09,1.14,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,16.03,1.47,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,11.88,0.99,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,9.79,0.74,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,8.86,0.93,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,11.9,0.9,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,9.19,0.76,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,9.84,1.06,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,14.3,1.22,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,8.46,0.63,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,7.35,0.69,35.86087
Laura,W1_13_7_2006_ED,KiW1/W1/Bulau,W1,Grob,13/07/2006,13,7,2006,194,late,Ephemera danica,ED,11.13,1.28,35.86087
Laura,W1_12_4_2007_ED,KiW1/W1/Bulau,W1,Grob,39420,12,4,2007,102,early,Ephemera danica,ED,19.6,1.63,28.8
Laura,W1_12_4_2007_ED,KiW1/W1/Bulau,W1,Grob,39420,12,4,2007,102,early,Ephemera danica,ED,27.86,2.16,28.8
Laura,W1_12_4_2007_ED,KiW1/W1/Bulau,W1,Grob,39420,12,4,2007,102,early,Ephemera danica,ED,17.78,1.62,28.8
Laura,W1_12_4_2007_ED,KiW1/W1/Bulau,W1,Grob,39420,12,4,2007,102,early,Ephemera danica,ED,27.15,2.23,28.8
Laura,W1_12_4_2007_ED,KiW1/W1/Bulau,W1,Grob,39420,12,4,2007,102,early,Ephemera danica,ED,15.41,1.33,28.8
Laura,W1_12_4_2007_ED,KiW1/W1/Bulau,W1,Grob,39420,12,4,2007,102,early,Ephemera danica,ED,28.93,2.17,28.8
Laura,W1_12_4_2007_ED,KiW1/W1/Bulau,W1,Grob,39420,12,4,2007,102,early,Ephemera danica,ED,21.73,1.76,28.8
Laura,W1_12_4_2007_ED,KiW1/W1/Bulau,W1,Grob,39420,12,4,2007,102,early,Ephemera danica,ED,20.41,1.49,28.8
Laura,W1_12_4_2007_ED,KiW1/W1/Bulau,W1,Grob,39420,12,4,2007,102,early,Ephemera danica,ED,8.33,0.67,28.8
Laura,W1_12_4_2007_ED,KiW1/W1/Bulau,W1,Grob,39420,12,4,2007,102,early,Ephemera danica,ED,9.02,0.71,28.8
Laura,W1_12_4_2007_ED,KiW1/W1/Bulau,W1,Grob,39420,12,4,2007,102,early,Ephemera danica,ED,10.16,0.91,28.8
Laura,W1_12_4_2007_ED,KiW1/W1/Bulau,W1,Grob,39420,12,4,2007,102,early,Ephemera danica,ED,17.92,1.44,28.8
Laura,W1_28_4_2008_ED,KiW1/W1/Bulau,W1,Einzelexemplare,28/04/2008,28,4,2008,119,early,Ephemera danica,ED,23.4,2.16,6.338462
Laura,W1_28_4_2008_ED,KiW1/W1/Bulau,W1,Grob,28/04/2008,28,4,2008,119,early,Ephemera danica,ED,20.06,1.4,6.338462
Laura,W1_28_4_2008_ED,KiW1/W1/Bulau,W1,Grob,28/04/2008,28,4,2008,119,early,Ephemera danica,ED,19.91,1.56,6.338462
Laura,W1_28_4_2008_ED,KiW1/W1/Bulau,W1,Grob,28/04/2008,28,4,2008,119,early,Ephemera danica,ED,24.86,1.98,6.338462
Laura,W1_28_4_2008_ED,KiW1/W1/Bulau,W1,Grob,28/04/2008,28,4,2008,119,early,Ephemera danica,ED,6.27,0.64,6.338462
Laura,W1_28_4_2008_ED,KiW1/W1/Bulau,W1,Grob,28/04/2008,28,4,2008,119,early,Ephemera danica,ED,8.54,0.83,6.338462
Laura,W1_11_6_2008_ED,KiW1/W1/Bulau,W1,Einzelexemplare,39758,11,6,2008,163,late,Ephemera danica,ED,13.38,1.18,14.47619
Laura,W1_11_6_2008_ED,KiW1/W1/Bulau,W1,Grob,39758,11,6,2008,163,late,Ephemera danica,ED,8.43,0.79,14.47619
Laura,W1_11_6_2008_ED,KiW1/W1/Bulau,W1,Grob,39758,11,6,2008,163,late,Ephemera danica,ED,14.25,1.39,14.47619
Laura,W1_11_6_2008_ED,KiW1/W1/Bulau,W1,Grob,39758,11,6,2008,163,late,Ephemera danica,ED,8.03,0.85,14.47619
Laura,W1_11_6_2008_ED,KiW1/W1/Bulau,W1,Grob,39758,11,6,2008,163,late,Ephemera danica,ED,21.53,1.62,14.47619
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Einzelexemplare,39999,7,5,2009,127,mid,Ephemera danica,ED,19.48,1.31,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,26.97,2.23,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,26.16,2.22,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,9.51,0.86,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,21.19,1.92,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,8.24,0.9,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,7.02,0.68,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,11.93,1.1,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,16.48,1.44,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,8.97,0.97,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,8.01,0.63,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,11,1.1,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,12.98,0.96,45.6
Laura,W1_7_5_2009_ED,KiW1/W1/Bulau,W1,Grob,39999,7,5,2009,127,mid,Ephemera danica,ED,10.34,1.35,45.6
Laura,W1_13_6_2009_ED,KiW1/W1/Bulau,W1,Einzelexemplare,13/06/2009,13,6,2009,164,late,Ephemera danica,ED,12.52,1.48,10.4
Laura,W1_13_6_2009_ED,KiW1/W1/Bulau,W1,Grob,13/06/2009,13,6,2009,164,late,Ephemera danica,ED,12.05,1.3,10.4
Laura,W1_26_4_2010_ED,KiW1/W1/Bulau,W1,Einzelexemplare,26/04/2010,26,4,2010,116,early,Ephemera danica,ED,17.39,1.98,22.02105
Laura,W1_26_4_2010_ED,KiW1/W1/Bulau,W1,Grob,26/04/2010,26,4,2010,116,early,Ephemera danica,ED,17.54,1.7,22.02105
Laura,W1_26_4_2010_ED,KiW1/W1/Bulau,W1,Grob,26/04/2010,26,4,2010,116,early,Ephemera danica,ED,28.87,2.18,22.02105
Laura,W1_26_4_2010_ED,KiW1/W1/Bulau,W1,Grob,26/04/2010,26,4,2010,116,early,Ephemera danica,ED,17.43,1.45,22.02105
Laura,W1_26_4_2010_ED,KiW1/W1/Bulau,W1,Grob,26/04/2010,26,4,2010,116,early,Ephemera danica,ED,10.69,1.27,22.02105
Laura,W1_26_4_2010_ED,KiW1/W1/Bulau,W1,Grob,26/04/2010,26,4,2010,116,early,Ephemera danica,ED,11.13,0.89,22.02105
Laura,W1_26_4_2010_ED,KiW1/W1/Bulau,W1,Grob,26/04/2010,26,4,2010,116,early,Ephemera danica,ED,19.19,1.24,22.02105
Laura,W1_26_4_2010_ED,KiW1/W1/Bulau,W1,Grob,26/04/2010,26,4,2010,116,early,Ephemera danica,ED,18.12,1.4,22.02105
Laura,W1_26_4_2010_ED,KiW1/W1/Bulau,W1,Grob,26/04/2010,26,4,2010,116,early,Ephemera danica,ED,10.2,0.88,22.02105
Laura,W1_26_4_2010_ED,KiW1/W1/Bulau,W1,Grob,26/04/2010,26,4,2010,116,early,Ephemera danica,ED,14.25,1.16,22.02105
Laura,W1_26_4_2010_ED,KiW1/W1/Bulau,W1,Grob,26/04/2010,26,4,2010,116,early,Ephemera danica,ED,8.33,0.66,22.02105
Laura,W1_26_4_2010_ED,KiW1/W1/Bulau,W1,Grob,26/04/2010,26,4,2010,116,early,Ephemera danica,ED,7.88,0.51,22.02105
Laura,W1_25_6_2010_ED,KiW1/W1/Bulau,W1,Einzelexemplare,25/06/2010,25,6,2010,176,late,Ephemera danica,ED,17.51,1.75,18.88
Laura,W1_25_6_2010_ED,KiW1/W1/Bulau,W1,Einzelexemplare,25/06/2010,25,6,2010,176,late,Ephemera danica,ED,17.53,1.42,18.88
Laura,W1_25_6_2010_ED,KiW1/W1/Bulau,W1,Grob,25/06/2010,25,6,2010,176,late,Ephemera danica,ED,23.16,1.49,18.88
Laura,W1_25_6_2010_ED,KiW1/W1/Bulau,W1,Grob,25/06/2010,25,6,2010,176,late,Ephemera danica,ED,18.34,1.87,18.88
Laura,W1_25_6_2010_ED,KiW1/W1/Bulau,W1,Grob,25/06/2010,25,6,2010,176,late,Ephemera danica,ED,13.35,0.98,18.88
Laura,W1_25_6_2010_ED,KiW1/W1/Bulau,W1,Grob,25/06/2010,25,6,2010,176,late,Ephemera danica,ED,10.89,1.08,18.88
Laura,W1_25_6_2010_ED,KiW1/W1/Bulau,W1,Grob,25/06/2010,25,6,2010,176,late,Ephemera danica,ED,15.07,1.23,18.88
Laura,W1_25_6_2010_ED,KiW1/W1/Bulau,W1,Grob,25/06/2010,25,6,2010,176,late,Ephemera danica,ED,10.22,1.16,18.88
Laura,W1_25_6_2010_ED,KiW1/W1/Bulau,W1,Grob,25/06/2010,25,6,2010,176,late,Ephemera danica,ED,11.96,0.66,18.88
Laura,W1_25_6_2010_ED,KiW1/W1/Bulau,W1,Grob,25/06/2010,25,6,2010,176,late,Ephemera danica,ED,8.35,0.74,18.88
Laura,W1_20_4_2011_ED,KiW1/W1/Bulau,W1,Einzelexemplare,20/04/2011,20,4,2011,110,early,Ephemera danica,ED,17.25,1.71,4.48
Laura,W1_20_4_2011_ED,KiW1/W1/Bulau,W1,Einzelexemplare,20/04/2011,20,4,2011,110,early,Ephemera danica,ED,14.43,1.74,4.48
Laura,W1_20_4_2011_ED,KiW1/W1/Bulau,W1,Grob,20/04/2011,20,4,2011,110,early,Ephemera danica,ED,22.11,1.83,4.48
Laura,W1_20_4_2011_ED,KiW1/W1/Bulau,W1,Grob,20/04/2011,20,4,2011,110,early,Ephemera danica,ED,8.16,0.98,4.48
Laura,W1_20_4_2011_ED,KiW1/W1/Bulau,W1,Grob,20/04/2011,20,4,2011,110,early,Ephemera danica,ED,10.69,1.18,4.48
Laura,W1_20_4_2011_ED,KiW1/W1/Bulau,W1,Grob,20/04/2011,20,4,2011,110,early,Ephemera danica,ED,10.08,1.06,4.48
Laura,W1_20_4_2011_ED,KiW1/W1/Bulau,W1,Grob,20/04/2011,20,4,2011,110,early,Ephemera danica,ED,9.36,0.94,4.48
Laura,W1_4_7_2011_ED,KiW1/W1/Bulau,W1,Einzelexemplare,40640,4,7,2011,185,late,Ephemera danica,ED,24.23,1.92,17
Laura,W1_4_7_2011_ED,KiW1/W1/Bulau,W1,Grob,40640,4,7,2011,185,late,Ephemera danica,ED,20.35,1.87,17
Laura,W1_4_7_2011_ED,KiW1/W1/Bulau,W1,Grob,40640,4,7,2011,185,late,Ephemera danica,ED,15.29,1.84,17
Laura,W1_4_7_2011_ED,KiW1/W1/Bulau,W1,Grob,40640,4,7,2011,185,late,Ephemera danica,ED,12.81,1.41,17
Laura,W1_4_7_2011_ED,KiW1/W1/Bulau,W1,Grob,40640,4,7,2011,185,late,Ephemera danica,ED,15.97,1.65,17
Laura,W1_4_7_2011_ED,KiW1/W1/Bulau,W1,Grob,40640,4,7,2011,185,late,Ephemera danica,ED,12.33,1.11,17
Laura,W1_4_7_2011_ED,KiW1/W1/Bulau,W1,Grob,40640,4,7,2011,185,late,Ephemera danica,ED,11.08,1.32,17
Laura,W1_4_7_2011_ED,KiW1/W1/Bulau,W1,Grob,40640,4,7,2011,185,late,Ephemera danica,ED,10.77,0.87,17
Laura,W1_4_7_2011_ED,KiW1/W1/Bulau,W1,Grob,40640,4,7,2011,185,late,Ephemera danica,ED,10.37,1.16,17
Laura,W1_21_3_2012_ED,KiW1/W1/Bulau,W1,Einzelexemplare,21/03/2012,21,3,2012,81,early,Ephemera danica,ED,16.66,1.86,3.2
Laura,W1_21_3_2012_ED,KiW1/W1/Bulau,W1,Einzelexemplare,21/03/2012,21,3,2012,81,early,Ephemera danica,ED,20.11,2.21,3.2
Laura,W1_21_3_2012_ED,KiW1/W1/Bulau,W1,Grob,21/03/2012,21,3,2012,81,early,Ephemera danica,ED,12.43,1.27,3.2
Laura,W1_21_3_2012_ED,KiW1/W1/Bulau,W1,Grob,21/03/2012,21,3,2012,81,early,Ephemera danica,ED,9.42,0.83,3.2
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Einzelexemplare,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,15.01,1.47,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,16.3,1.66,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,17.01,1.33,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,9.9,0.75,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,10.86,0.79,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,10.98,0.97,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,9.65,0.8,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,13.36,1.13,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,13.22,1.3,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,14.25,1.22,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,12.73,1.12,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,21.81,1.51,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,26.05,1.63,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,12.52,0.94,12.8
Laura,W1_28_6_2012_ED,KiW1/W1/Bulau,W1,Grob,28/06/2012,28,6,2012,180,late,Ephemera danica,ED,9.94,0.78,12.8
Laura,W1_9_4_2013_ED,KiW1/W1/Bulau,W1,Einzelexemplare,41521,9,4,2013,99,early,Ephemera danica,ED,15.2,1.37,22.4
Laura,W1_9_4_2013_ED,KiW1/W1/Bulau,W1,Grob,41521,9,4,2013,99,early,Ephemera danica,ED,11.35,0.73,22.4
Laura,W1_9_4_2013_ED,KiW1/W1/Bulau,W1,Grob,41521,9,4,2013,99,early,Ephemera danica,ED,10.38,0.64,22.4
Laura,W1_9_4_2013_ED,KiW1/W1/Bulau,W1,Grob,41521,9,4,2013,99,early,Ephemera danica,ED,8.45,0.59,22.4
Laura,W1_9_4_2013_ED,KiW1/W1/Bulau,W1,Grob,41521,9,4,2013,99,early,Ephemera danica,ED,22.23,1.54,22.4
Laura,W1_9_4_2013_ED,KiW1/W1/Bulau,W1,Grob,41521,9,4,2013,99,early,Ephemera danica,ED,8.63,0.55,22.4
Laura,W1_9_4_2013_ED,KiW1/W1/Bulau,W1,Grob,41521,9,4,2013,99,early,Ephemera danica,ED,20.58,1.37,22.4
Laura,W1_9_4_2013_ED,KiW1/W1/Bulau,W1,Grob,41521,9,4,2013,99,early,Ephemera danica,ED,5.25,0.41,22.4
Laura,W1_9_4_2013_ED,KiW1/W1/Bulau,W1,Grob,41521,9,4,2013,99,early,Ephemera danica,ED,11.74,0.97,22.4
